gene	Pattern_cls_hypoxia
MSMEG_2790	Med-slow
MSMEG_2791	Med-fast
MSMEG_2793	Med-slow
MSMEG_2794	Med-fast
MSMEG_2795	Med-fast
MSMEG_2796	Med-slow
MSMEG_2797	Slow
MSMEG_2799	Med-fast
MSMEG_2800	Slow
MSMEG_2802	Med-slow
MSMEG_2804	Med-slow
MSMEG_2805	Fast
MSMEG_2806	Med-slow
MSMEG_2807	Fast
MSMEG_2808	Med-fast
MSMEG_2811	Med-slow
MSMEG_2812	Fast
MSMEG_2813	Fast
MSMEG_2814	Fast
MSMEG_2818	Med-slow
MSMEG_2820	Med-slow
MSMEG_2821	Med-fast
MSMEG_2822	Med-slow
MSMEG_2823	Fast
MSMEG_2824	Med-fast
MSMEG_2826	Med-fast
MSMEG_2827	Med-fast
MSMEG_2828	Med-fast
MSMEG_2829	Med-fast
MSMEG_2830	Med-fast
MSMEG_2831	Med-slow
MSMEG_2832	Fast
MSMEG_2837	Med-slow
MSMEG_2838	Slow
MSMEG_2839	Slow
MSMEG_2840	Med-fast
MSMEG_2843	Med-fast
MSMEG_2844	Med-fast
MSMEG_2850	Med-slow
MSMEG_2853	Med-slow
MSMEG_2854	Fast
MSMEG_2857	Med-slow
MSMEG_2867	Med-slow
MSMEG_2868	Fast
MSMEG_2874	Med-fast
MSMEG_2877	Med-slow
MSMEG_2878	Slow
MSMEG_2882	Med-slow
MSMEG_2883	Med-slow
MSMEG_2884	Med-fast
MSMEG_2891	Fast
MSMEG_2894	Med-fast
MSMEG_2895	Med-fast
MSMEG_2896	Med-fast
MSMEG_2897	Med-fast
MSMEG_2898	Med-fast
MSMEG_2901	Med-slow
MSMEG_2902	Med-fast
MSMEG_2906	Med-fast
MSMEG_2907	Med-slow
MSMEG_2908	Med-fast
MSMEG_2909	Fast
MSMEG_2910	Fast
MSMEG_2911	Med-fast
MSMEG_2912	Slow
MSMEG_2914	Med-slow
MSMEG_2915	Med-slow
MSMEG_2916	Med-slow
MSMEG_2917	Med-slow
MSMEG_2918	Med-slow
MSMEG_2919	Fast
MSMEG_2923	Med-slow
MSMEG_2924	Slow
MSMEG_2925	Slow
MSMEG_2926	Med-slow
MSMEG_2927	Fast
MSMEG_2928	Med-slow
MSMEG_2929	Med-fast
MSMEG_2930	Med-fast
MSMEG_2931	Med-fast
MSMEG_2932	Med-slow
MSMEG_2933	Med-slow
MSMEG_2934	Med-slow
MSMEG_2935	Med-slow
MSMEG_2936	Med-slow
MSMEG_2937	Slow
MSMEG_2938	Med-slow
MSMEG_2939	Slow
MSMEG_2940	Fast
MSMEG_2941	Med-fast
MSMEG_2942	Fast
MSMEG_2943	Fast
MSMEG_2944	Fast
MSMEG_2945	Med-fast
MSMEG_2946	Med-fast
MSMEG_2947	Med-fast
MSMEG_2948	Fast
MSMEG_2949	Med-fast
MSMEG_2950	Med-slow
MSMEG_2951	Med-fast
MSMEG_2952	Slow
MSMEG_2953	Med-slow
MSMEG_2954	Med-fast
MSMEG_2955	Med-slow
MSMEG_2956	Slow
MSMEG_2957	Med-fast
MSMEG_2959	Med-fast
MSMEG_2960	Med-slow
MSMEG_2961	Slow
MSMEG_2962	Slow
MSMEG_2964	Med-slow
MSMEG_2965	Med-fast
MSMEG_2971	Med-fast
MSMEG_2972	Med-slow
MSMEG_2973	Med-slow
MSMEG_2974	Slow
MSMEG_2975	Fast
MSMEG_2976	Med-slow
MSMEG_2977	Slow
MSMEG_2981	Med-slow
MSMEG_2983	Fast
MSMEG_2989	Fast
MSMEG_2990	Fast
MSMEG_2991	Med-fast
MSMEG_2998	Med-fast
MSMEG_2999	Med-slow
MSMEG_3000	Fast
MSMEG_3002	Fast
MSMEG_3003	Slow
MSMEG_3004	Med-fast
MSMEG_3005	Fast
MSMEG_3006	Med-fast
MSMEG_3008	Med-fast
MSMEG_3011	Med-fast
MSMEG_3012	Fast
MSMEG_3013	Med-fast
MSMEG_3014	Fast
MSMEG_3015	Med-slow
MSMEG_3016	Med-slow
MSMEG_3017	Med-fast
MSMEG_3018	Med-fast
MSMEG_3019	Fast
MSMEG_3020	Med-fast
MSMEG_3021	Med-fast
MSMEG_3022	Med-slow
MSMEG_3024	Fast
MSMEG_3025	Med-fast
MSMEG_3026	Med-slow
MSMEG_3027	Slow
MSMEG_3028	Slow
MSMEG_3029	Slow
MSMEG_3030	Med-fast
MSMEG_3031	Med-fast
MSMEG_3033	Med-slow
MSMEG_3034	Med-fast
MSMEG_3035	Med-fast
MSMEG_3036	Slow
MSMEG_3038	Med-slow
MSMEG_3039	Med-fast
MSMEG_3040	Med-fast
MSMEG_3041	Fast
MSMEG_3042	Fast
MSMEG_3043	Med-slow
MSMEG_3045	Slow
MSMEG_3046	Slow
MSMEG_3047	Slow
MSMEG_3048	Slow
MSMEG_3051	Slow
MSMEG_3052	Med-slow
MSMEG_3053	Fast
MSMEG_3054	Med-fast
MSMEG_3055	Slow
MSMEG_3059	Med-slow
MSMEG_3060	Med-slow
MSMEG_3061	Med-slow
MSMEG_3062	Slow
MSMEG_3063	Med-slow
MSMEG_3064	Med-fast
MSMEG_3065	Med-slow
MSMEG_3066	Fast
MSMEG_3067	Fast
MSMEG_3068	Fast
MSMEG_3069	Med-slow
MSMEG_3070	Med-fast
MSMEG_3071	Fast
MSMEG_3072	Fast
MSMEG_3073	Med-slow
MSMEG_3074	Med-slow
MSMEG_3075	Med-slow
MSMEG_3076	Med-slow
MSMEG_3077	Fast
MSMEG_3078	Fast
MSMEG_3079	Med-slow
MSMEG_3080	Med-slow
MSMEG_3081	Med-slow
MSMEG_3082	Med-slow
MSMEG_3083	Slow
MSMEG_3084	Med-fast
MSMEG_3085	Med-fast
MSMEG_3086	Slow
MSMEG_3087	Med-slow
MSMEG_3097	Med-fast
MSMEG_3098	Med-fast
MSMEG_3099	Slow
MSMEG_3100	Slow
MSMEG_3101	Med-slow
MSMEG_3102	Slow
MSMEG_3103	Med-fast
MSMEG_3105	Fast
MSMEG_3106	Med-slow
MSMEG_3107	Med-fast
MSMEG_3108	Fast
MSMEG_3109	Slow
MSMEG_3110	Med-slow
MSMEG_3112	Med-fast
MSMEG_3115	Med-fast
MSMEG_3117	Fast
MSMEG_3118	Med-slow
MSMEG_3119	Med-slow
MSMEG_3120	Med-slow
MSMEG_3121	Slow
MSMEG_3122	Med-slow
MSMEG_3123	Slow
MSMEG_3124	Slow
MSMEG_3125	Slow
MSMEG_3128	Fast
MSMEG_3129	Med-fast
MSMEG_3132	Fast
MSMEG_3134	Med-slow
MSMEG_3135	Med-slow
MSMEG_3136	Med-slow
MSMEG_3137	Fast
MSMEG_3138	Med-fast
MSMEG_3139	Fast
MSMEG_3140	Med-slow
MSMEG_3141	Med-slow
MSMEG_3142	Slow
MSMEG_3143	Med-fast
MSMEG_3144	Fast
MSMEG_3145	Fast
MSMEG_3146	Med-slow
MSMEG_3147	Med-slow
MSMEG_3148	Med-slow
MSMEG_3149	Slow
MSMEG_3150	Slow
MSMEG_3151	Slow
MSMEG_3152	Slow
MSMEG_3153	Med-slow
MSMEG_3154	Fast
MSMEG_3155	Med-fast
MSMEG_3156	Med-slow
MSMEG_3157	Fast
MSMEG_3158	Slow
MSMEG_3159	Slow
MSMEG_3160	Slow
MSMEG_3162	Med-slow
MSMEG_3163	Med-fast
MSMEG_3164	Fast
MSMEG_3165	Med-fast
MSMEG_3166	Med-fast
MSMEG_3167	Med-slow
MSMEG_3168	Med-slow
MSMEG_3169	Med-slow
MSMEG_3170	Med-fast
MSMEG_3171	Med-fast
MSMEG_3172	Med-slow
MSMEG_3173	Med-slow
MSMEG_3174	Fast
MSMEG_3175	Med-slow
MSMEG_3176	Med-slow
MSMEG_3177	Slow
MSMEG_3178	Med-fast
MSMEG_3180	Med-slow
MSMEG_3181	Med-fast
MSMEG_3182	Fast
MSMEG_3183	Fast
MSMEG_3184	Slow
MSMEG_3186	Med-fast
MSMEG_3187	Med-fast
MSMEG_3188	Slow
MSMEG_3191	Med-fast
MSMEG_3192	Fast
MSMEG_3193	Med-slow
MSMEG_3194	Med-slow
MSMEG_3195	Med-fast
MSMEG_3196	Med-slow
MSMEG_3197	Med-fast
MSMEG_3198	Med-fast
MSMEG_3199	Fast
MSMEG_3200	Slow
MSMEG_3201	Med-slow
MSMEG_3203	Med-fast
MSMEG_3204	Fast
MSMEG_3205	Med-fast
MSMEG_3206	Med-slow
MSMEG_3207	Slow
MSMEG_3208	Slow
MSMEG_3209	Slow
MSMEG_3210	Slow
MSMEG_3211	Slow
MSMEG_3212	Slow
MSMEG_3213	Med-slow
MSMEG_3214	Med-slow
MSMEG_3215	Med-fast
MSMEG_3217	Med-fast
MSMEG_3218	Med-slow
MSMEG_3219	Med-slow
MSMEG_3220	Slow
MSMEG_3221	Med-slow
MSMEG_3222	Med-slow
MSMEG_3223	Med-fast
MSMEG_3224	Med-slow
MSMEG_3225	Med-fast
MSMEG_3226	Slow
MSMEG_3227	Med-fast
MSMEG_3228	Med-slow
MSMEG_3229	Slow
MSMEG_3231	Med-slow
MSMEG_3232	Med-slow
MSMEG_3233	Fast
MSMEG_3234	Fast
MSMEG_3235	Slow
MSMEG_3236	Slow
MSMEG_3237	Slow
MSMEG_3238	Med-slow
MSMEG_3239	Med-slow
MSMEG_3240	Med-fast
MSMEG_3241	Med-slow
MSMEG_3242	Med-fast
MSMEG_3244	Med-fast
MSMEG_3246	Fast
MSMEG_3247	Med-slow
MSMEG_3251	Slow
MSMEG_3252	Med-fast
MSMEG_3253	Med-fast
MSMEG_3254	Med-fast
MSMEG_3255	Med-fast
MSMEG_3257	Med-fast
MSMEG_3258	Med-slow
MSMEG_3259	Med-fast
MSMEG_3260	Med-fast
MSMEG_3261	Med-slow
MSMEG_3262	Med-slow
MSMEG_3263	Med-fast
MSMEG_3264	Med-fast
MSMEG_3273	Med-slow
MSMEG_3274	Med-slow
MSMEG_3276	Fast
MSMEG_3278	Med-slow
MSMEG_3279	Slow
MSMEG_3280	Slow
MSMEG_3281	Med-fast
MSMEG_3283	Med-slow
MSMEG_3284	Med-slow
MSMEG_3285	Med-slow
MSMEG_3286	Med-fast
MSMEG_3287	Fast
MSMEG_3288	Med-fast
MSMEG_3289	Med-fast
MSMEG_3290	Med-fast
MSMEG_3291	Fast
MSMEG_3292	Fast
MSMEG_3294	Med-fast
MSMEG_3295	Fast
MSMEG_3297	Med-fast
MSMEG_3298	Med-fast
MSMEG_3300	Med-slow
MSMEG_3303	Fast
MSMEG_3305	Med-slow
MSMEG_3306	Med-slow
MSMEG_3308	Med-fast
MSMEG_3309	Med-fast
MSMEG_3310	Med-slow
MSMEG_3311	Med-slow
MSMEG_3312	Med-fast
MSMEG_3313	Fast
MSMEG_3314	Med-slow
MSMEG_3315	Fast
MSMEG_3316	Med-fast
MSMEG_3317	Med-slow
MSMEG_3319	Fast
MSMEG_3321	Med-fast
MSMEG_3322	Slow
MSMEG_3323	Fast
MSMEG_3324	Med-fast
MSMEG_3325	Fast
MSMEG_3326	Med-slow
MSMEG_3327	Med-fast
MSMEG_3328	Med-fast
MSMEG_3329	Med-fast
MSMEG_3330	Fast
MSMEG_3331	Fast
MSMEG_3332	Fast
MSMEG_3335	Fast
MSMEG_3336	Fast
MSMEG_3338	Fast
MSMEG_3341	Med-fast
MSMEG_3343	Med-slow
MSMEG_3344	Fast
MSMEG_3345	Med-fast
MSMEG_3353	Fast
MSMEG_3354	Med-slow
MSMEG_3355	Med-fast
MSMEG_3356	Slow
MSMEG_3357	Med-fast
MSMEG_3358	Med-fast
MSMEG_3359	Med-slow
MSMEG_3360	Med-fast
MSMEG_3363	Fast
MSMEG_3364	Med-fast
MSMEG_3365	Med-slow
MSMEG_3366	Med-slow
MSMEG_3367	Med-fast
MSMEG_3369	Med-slow
MSMEG_3372	Fast
MSMEG_3373	Med-fast
MSMEG_3375	Med-fast
MSMEG_3376	Fast
MSMEG_3378	Med-fast
MSMEG_3379	Med-slow
MSMEG_3380	Fast
MSMEG_3381	Med-fast
MSMEG_3382	Fast
MSMEG_3383	Fast
MSMEG_3385	Med-fast
MSMEG_3386	Med-slow
MSMEG_3389	Med-slow
MSMEG_3392	Med-slow
MSMEG_3394	Med-fast
MSMEG_3395	Fast
MSMEG_3396	Med-fast
MSMEG_3397	Med-slow
MSMEG_3404	Fast
MSMEG_3406	Fast
MSMEG_3408	Fast
MSMEG_3409	Med-slow
MSMEG_3410	Fast
MSMEG_3417	Med-slow
MSMEG_3418	Med-slow
MSMEG_3419	Fast
MSMEG_3422	Med-slow
MSMEG_3423	Med-slow
MSMEG_3424	Fast
MSMEG_3425	Med-slow
MSMEG_3426	Med-slow
MSMEG_3429	Fast
MSMEG_3430	Fast
MSMEG_3432	Fast
MSMEG_3433	Med-fast
MSMEG_3434	Slow
MSMEG_3435	Med-fast
MSMEG_3436	Fast
MSMEG_3437	Fast
MSMEG_3439	Fast
MSMEG_3440	Med-fast
MSMEG_3441	Med-slow
MSMEG_3442	Fast
MSMEG_3443	Med-slow
MSMEG_3447	Fast
MSMEG_3448	Fast
MSMEG_3450	Fast
MSMEG_3451	Med-fast
MSMEG_3454	Fast
MSMEG_3455	Med-fast
MSMEG_3456	Med-fast
MSMEG_3457	Med-fast
MSMEG_3458	Med-slow
MSMEG_3459	Med-fast
MSMEG_3460	Med-slow
MSMEG_3461	Med-slow
MSMEG_3462	Med-fast
MSMEG_3463	Med-slow
MSMEG_3464	Slow
MSMEG_3465	Med-fast
MSMEG_3467	Med-fast
MSMEG_3468	Med-slow
MSMEG_3471	Med-fast
MSMEG_3472	Med-fast
MSMEG_3473	Med-slow
MSMEG_3474	Slow
MSMEG_3475	Slow
MSMEG_3476	Med-slow
MSMEG_3477	Med-fast
MSMEG_3478	Slow
MSMEG_3479	Med-slow
MSMEG_3480	Med-fast
MSMEG_3481	Med-fast
MSMEG_3482	Fast
MSMEG_3483	Fast
MSMEG_3488	Fast
MSMEG_3489	Med-fast
MSMEG_3490	Fast
MSMEG_3491	Med-fast
MSMEG_3492	Med-slow
MSMEG_3493	Med-fast
MSMEG_3494	Fast
MSMEG_3495	Med-slow
MSMEG_3496	Slow
MSMEG_3497	Fast
MSMEG_3500	Med-slow
MSMEG_3501	Fast
MSMEG_3502	Med-slow
MSMEG_3503	Med-slow
MSMEG_3505	Slow
MSMEG_3506	Med-slow
MSMEG_3507	Slow
MSMEG_3508	Slow
MSMEG_3509	Med-slow
MSMEG_3510	Fast
MSMEG_3511	Fast
MSMEG_3512	Med-fast
MSMEG_3513	Med-fast
MSMEG_3514	Fast
MSMEG_3515	Med-slow
MSMEG_3517	Med-fast
MSMEG_3518	Med-fast
MSMEG_3519	Med-fast
MSMEG_3521	Med-slow
MSMEG_3522	Fast
MSMEG_3523	Med-slow
MSMEG_3524	Med-fast
MSMEG_3525	Med-fast
MSMEG_3526	Med-slow
MSMEG_3527	Slow
MSMEG_3528	Fast
MSMEG_3530	Fast
MSMEG_3531	Fast
MSMEG_3532	Med-slow
MSMEG_3534	Fast
MSMEG_3535	Fast
MSMEG_3536	Med-slow
MSMEG_3537	Fast
MSMEG_3538	Med-fast
MSMEG_3540	Med-fast
MSMEG_3541	Slow
MSMEG_3542	Med-fast
MSMEG_3543	Med-slow
MSMEG_3544	Med-slow
MSMEG_3545	Med-fast
MSMEG_3546	Fast
MSMEG_3551	Fast
MSMEG_3556	Med-fast
MSMEG_3558	Med-fast
MSMEG_3560	Med-fast
MSMEG_3561	Fast
MSMEG_3562	Slow
MSMEG_3563	Med-slow
MSMEG_3564	Med-fast
MSMEG_3567	Med-slow
MSMEG_3568	Med-slow
MSMEG_3569	Med-fast
MSMEG_3570	Med-slow
MSMEG_3571	Med-slow
MSMEG_3572	Med-slow
MSMEG_3573	Med-slow
MSMEG_3574	Med-fast
MSMEG_3575	Med-fast
MSMEG_3576	Med-fast
MSMEG_3577	Med-fast
MSMEG_3578	Med-slow
MSMEG_3579	Slow
MSMEG_3580	Fast
MSMEG_3582	Med-slow
MSMEG_3583	Med-slow
MSMEG_3589	Med-slow
MSMEG_3590	Med-fast
MSMEG_3593	Med-fast
MSMEG_3594	Fast
MSMEG_3595	Med-slow
MSMEG_3596	Slow
MSMEG_3597	Slow
MSMEG_3602	Slow
MSMEG_3606	Med-slow
MSMEG_3607	Slow
MSMEG_3608	Med-fast
MSMEG_3609	Med-slow
MSMEG_3611	Med-slow
MSMEG_3612	Med-fast
MSMEG_3613	Med-slow
MSMEG_3615	Med-slow
MSMEG_3616	Med-slow
MSMEG_3618	Med-fast
MSMEG_3619	Fast
MSMEG_3620	Fast
MSMEG_3621	Fast
MSMEG_3622	Slow
MSMEG_3623	Slow
MSMEG_3624	Slow
MSMEG_3625	Slow
MSMEG_3626	Med-slow
MSMEG_3627	Fast
MSMEG_3628	Med-fast
MSMEG_3629	Slow
MSMEG_3630	Fast
MSMEG_3631	Fast
MSMEG_3632	Med-fast
MSMEG_3633	Med-slow
MSMEG_3634	Med-slow
MSMEG_3635	Slow
MSMEG_3636	Slow
MSMEG_3637	Fast
MSMEG_3638	Med-slow
MSMEG_3639	Med-fast
MSMEG_3640	Med-fast
MSMEG_3641	Med-slow
MSMEG_3642	Med-fast
MSMEG_3644	Med-fast
MSMEG_3645	Fast
MSMEG_3646	Med-fast
MSMEG_3647	Med-fast
MSMEG_3648	Med-slow
MSMEG_3649	Med-slow
MSMEG_3650	Med-slow
MSMEG_3651	Med-slow
MSMEG_3652	Slow
MSMEG_3654	Med-fast
MSMEG_3655	Med-fast
MSMEG_3656	Slow
MSMEG_3657	Med-fast
MSMEG_3658	Fast
MSMEG_3659	Med-slow
MSMEG_3660	Med-slow
MSMEG_3661	Med-fast
MSMEG_3663	Med-slow
MSMEG_3665	Med-slow
MSMEG_3666	Med-slow
MSMEG_3667	Med-fast
MSMEG_3671	Fast
MSMEG_3672	Slow
MSMEG_3673	Med-slow
MSMEG_3674	Fast
MSMEG_3675	Med-slow
MSMEG_3676	Med-slow
MSMEG_3677	Med-fast
MSMEG_3678	Fast
MSMEG_3680	Fast
MSMEG_3681	Fast
MSMEG_3682	Fast
MSMEG_3683	Fast
MSMEG_3684	Fast
MSMEG_3685	Med-fast
MSMEG_3686	Med-slow
MSMEG_3687	Slow
MSMEG_3688	Slow
MSMEG_3689	Slow
MSMEG_3691	Med-slow
MSMEG_3692	Med-fast
MSMEG_3693	Med-slow
MSMEG_3694	Med-fast
MSMEG_3695	Med-slow
MSMEG_3696	Med-fast
MSMEG_3697	Med-fast
MSMEG_3698	Med-fast
MSMEG_3706	Med-slow
MSMEG_3708	Med-slow
MSMEG_3712	Fast
MSMEG_3713	Fast
MSMEG_3714	Fast
MSMEG_3715	Med-fast
MSMEG_3718	Fast
MSMEG_3727	Med-fast
MSMEG_3728	Fast
MSMEG_3729	Fast
MSMEG_3732	Slow
MSMEG_3733	Med-fast
MSMEG_3735	Med-fast
MSMEG_3736	Fast
MSMEG_3737	Med-slow
MSMEG_3738	Med-slow
MSMEG_3739	Med-slow
MSMEG_3740	Med-slow
MSMEG_3741	Fast
MSMEG_3742	Med-fast
MSMEG_3743	Fast
MSMEG_3744	Slow
MSMEG_3745	Med-slow
MSMEG_3746	Med-fast
MSMEG_3748	Fast
MSMEG_3750	Med-fast
MSMEG_3751	Fast
MSMEG_3752	Fast
MSMEG_3754	Med-fast
MSMEG_3758	Med-fast
MSMEG_3759	Med-slow
MSMEG_3761	Med-slow
MSMEG_3762	Fast
MSMEG_3763	Med-slow
MSMEG_3764	Fast
MSMEG_3765	Med-slow
MSMEG_3766	Med-fast
MSMEG_3767	Med-slow
MSMEG_3768	Med-fast
MSMEG_3769	Slow
MSMEG_3770	Slow
MSMEG_3772	Slow
MSMEG_3773	Slow
MSMEG_3774	Slow
MSMEG_3775	Slow
MSMEG_3776	Med-slow
MSMEG_3777	Slow
MSMEG_3778	Med-slow
MSMEG_3779	Med-slow
MSMEG_3780	Med-fast
MSMEG_3781	Med-fast
MSMEG_3782	Med-slow
MSMEG_3783	Med-fast
MSMEG_3784	Med-fast
MSMEG_3785	Med-fast
MSMEG_3786	Med-slow
MSMEG_3787	Med-slow
MSMEG_3788	Med-slow
MSMEG_3789	Slow
MSMEG_3790	Med-slow
MSMEG_3791	Med-slow
MSMEG_3792	Med-slow
MSMEG_3793	Fast
MSMEG_3794	Fast
MSMEG_3795	Med-fast
MSMEG_3796	Slow
MSMEG_3797	Med-slow
MSMEG_3798	Slow
MSMEG_3799	Med-fast
MSMEG_3800	Fast
MSMEG_3801	Med-slow
MSMEG_3802	Fast
MSMEG_3803	Med-fast
MSMEG_3804	Fast
MSMEG_3806	Med-fast
MSMEG_3807	Med-fast
MSMEG_3808	Med-fast
MSMEG_3809	Med-fast
MSMEG_3810	Med-fast
MSMEG_3811	Fast
MSMEG_3812	Slow
MSMEG_3815	Med-fast
MSMEG_3816	Fast
MSMEG_3819	Fast
MSMEG_3822	Med-fast
MSMEG_3833	Fast
MSMEG_3834	Med-fast
MSMEG_3835	Fast
MSMEG_3836	Fast
MSMEG_3837	Slow
MSMEG_3838	Med-fast
MSMEG_3839	Med-fast
MSMEG_3840	Fast
MSMEG_3843	Med-fast
MSMEG_3844	Med-slow
MSMEG_3845	Med-fast
MSMEG_3846	Slow
MSMEG_3847	Med-fast
MSMEG_3848	Med-fast
MSMEG_3850	Med-slow
MSMEG_3851	Med-fast
MSMEG_3855	Med-slow
MSMEG_3856	Fast
MSMEG_3857	Fast
MSMEG_3858	Fast
MSMEG_3859	Med-slow
MSMEG_3860	Med-slow
MSMEG_3861	Med-slow
MSMEG_3862	Med-fast
MSMEG_3863	Med-fast
MSMEG_3864	Med-fast
MSMEG_3866	Slow
MSMEG_3867	Med-slow
MSMEG_3868	Med-slow
MSMEG_3869	Med-slow
MSMEG_3871	Fast
MSMEG_3872	Med-fast
MSMEG_3873	Med-slow
MSMEG_3874	Med-slow
MSMEG_3875	Med-slow
MSMEG_3876	Med-slow
MSMEG_3877	Med-slow
MSMEG_3878	Slow
MSMEG_3879	Med-fast
MSMEG_3880	Fast
MSMEG_3881	Med-fast
MSMEG_3882	Med-fast
MSMEG_3883	Med-slow
MSMEG_3884	Med-fast
MSMEG_3885	Slow
MSMEG_3886	Med-fast
MSMEG_3887	Fast
MSMEG_3888	Med-slow
MSMEG_3890	Fast
MSMEG_3894	Med-slow
MSMEG_3895	Med-fast
MSMEG_3896	Fast
MSMEG_3897	Med-fast
MSMEG_3902	Med-fast
MSMEG_3903	Med-fast
MSMEG_3904	Med-slow
MSMEG_3906	Med-fast
MSMEG_3907	Fast
MSMEG_3908	Med-fast
MSMEG_3909	Fast
MSMEG_3910	Med-slow
MSMEG_3912	Med-slow
MSMEG_3913	Med-slow
MSMEG_3914	Fast
MSMEG_3915	Med-fast
MSMEG_3916	Fast
MSMEG_3917	Med-fast
MSMEG_3918	Fast
MSMEG_3919	Med-fast
MSMEG_3920	Fast
MSMEG_3921	Fast
MSMEG_3922	Med-fast
MSMEG_3923	Fast
MSMEG_3924	Med-slow
MSMEG_3925	Fast
MSMEG_3926	Med-slow
MSMEG_3927	Med-slow
MSMEG_3928	Med-slow
MSMEG_3929	Med-slow
MSMEG_3930	Med-fast
MSMEG_3931	Slow
MSMEG_3932	Med-slow
MSMEG_3933	Med-fast
MSMEG_3934	Med-slow
MSMEG_3935	Fast
MSMEG_3936	Med-slow
MSMEG_3937	Med-fast
MSMEG_3939	Fast
MSMEG_3940	Med-fast
MSMEG_3941	Med-fast
MSMEG_3942	Fast
MSMEG_3943	Fast
MSMEG_3944	Med-fast
MSMEG_3945	Med-fast
MSMEG_3946	Fast
MSMEG_3947	Med-fast
MSMEG_3948	Fast
MSMEG_3949	Fast
MSMEG_3950	Fast
MSMEG_3951	Med-fast
MSMEG_3952	Med-fast
MSMEG_3953	Med-fast
MSMEG_3954	Med-fast
MSMEG_3955	Fast
MSMEG_3956	Fast
MSMEG_3957	Med-fast
MSMEG_3958	Med-fast
MSMEG_3959	Fast
MSMEG_3960	Fast
MSMEG_3961	Fast
MSMEG_3962	Med-fast
MSMEG_3964	Med-fast
MSMEG_3966	Med-fast
MSMEG_3967	Med-fast
MSMEG_3968	Med-slow
MSMEG_3969	Med-slow
MSMEG_3970	Fast
MSMEG_3971	Med-fast
MSMEG_3972	Fast
MSMEG_3973	Med-slow
MSMEG_3975	Fast
MSMEG_3976	Fast
MSMEG_3978	Fast
MSMEG_3980	Fast
MSMEG_3982	Med-fast
MSMEG_3984	Fast
MSMEG_3985	Med-fast
MSMEG_3986	Med-slow
MSMEG_3987	Fast
MSMEG_3988	Fast
MSMEG_3990	Med-fast
MSMEG_3991	Med-slow
MSMEG_3992	Med-fast
MSMEG_3999	Med-fast
MSMEG_4000	Med-slow
MSMEG_4001	Med-slow
MSMEG_4002	Slow
MSMEG_4003	Med-slow
MSMEG_4004	Slow
MSMEG_4005	Med-slow
MSMEG_4006	Med-fast
MSMEG_4007	Med-fast
MSMEG_4008	Med-fast
MSMEG_4011	Slow
MSMEG_4014	Med-fast
MSMEG_4015	Fast
MSMEG_4018	Fast
MSMEG_4022	Fast
MSMEG_4024	Fast
MSMEG_4025	Med-fast
MSMEG_4028	Med-fast
MSMEG_4029	Fast
MSMEG_4032	Fast
MSMEG_4034	Med-fast
MSMEG_4035	Med-slow
MSMEG_4036	Med-slow
MSMEG_4038	Med-slow
MSMEG_4039	Med-slow
MSMEG_4041	Fast
MSMEG_4042	Med-fast
MSMEG_4043	Slow
MSMEG_4044	Fast
MSMEG_4045	Med-slow
MSMEG_4046	Fast
MSMEG_4047	Fast
MSMEG_4049	Med-fast
MSMEG_4051	Fast
MSMEG_4053	Fast
MSMEG_4054	Fast
MSMEG_4056	Med-fast
MSMEG_4057	Fast
MSMEG_4058	Med-fast
MSMEG_4059	Med-slow
MSMEG_4061	Med-fast
MSMEG_4062	Med-slow
MSMEG_4063	Med-slow
MSMEG_4064	Med-fast
MSMEG_4065	Med-fast
MSMEG_4066	Fast
MSMEG_4070	Fast
MSMEG_4071	Fast
MSMEG_4072	Fast
MSMEG_4079	Fast
MSMEG_4081	Med-fast
MSMEG_4082	Med-fast
MSMEG_4084	Med-fast
MSMEG_4085	Med-slow
MSMEG_4089	Slow
MSMEG_4090	Med-fast
MSMEG_4092	Fast
MSMEG_4094	Med-fast
MSMEG_4096	Med-slow
MSMEG_4098	Med-fast
MSMEG_4100	Med-fast
MSMEG_4106	Med-fast
MSMEG_4108	Slow
MSMEG_4109	Med-slow
MSMEG_4110	Slow
MSMEG_4111	Slow
MSMEG_4112	Slow
MSMEG_4113	Slow
MSMEG_4114	Med-slow
MSMEG_4115	Med-slow
MSMEG_4116	Slow
MSMEG_4117	Med-slow
MSMEG_4118	Med-fast
MSMEG_4119	Med-slow
MSMEG_4120	Med-fast
MSMEG_4121	Fast
MSMEG_4122	Fast
MSMEG_4123	Med-fast
MSMEG_4124	Fast
MSMEG_4125	Med-slow
MSMEG_4126	Fast
MSMEG_4127	Med-slow
MSMEG_4128	Fast
MSMEG_4129	Fast
MSMEG_4130	Med-fast
MSMEG_4132	Fast
MSMEG_4133	Med-fast
MSMEG_4140	Fast
MSMEG_4141	Fast
MSMEG_4142	Fast
MSMEG_4145	Med-slow
MSMEG_4147	Med-slow
MSMEG_4149	Med-fast
MSMEG_4150	Med-slow
MSMEG_4151	Fast
MSMEG_4152	Fast
MSMEG_4153	Med-fast
MSMEG_4154	Med-fast
MSMEG_4155	Fast
MSMEG_4156	Med-slow
MSMEG_4159	Fast
MSMEG_4161	Fast
MSMEG_4162	Med-slow
MSMEG_4163	Med-slow
MSMEG_4164	Fast
MSMEG_4165	Med-slow
MSMEG_4166	Fast
MSMEG_4167	Fast
MSMEG_4168	Fast
MSMEG_4174	Med-slow
MSMEG_4176	Med-fast
